Gender,Grade,LOS,Location,Business_Unit,status,Age Group,Length of Service (Years),Last Promotion Date,Last_Date
0,Senior Associate 2,0.4902,Lagos,0.5769,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.3684,1,36-40,3.3,2.202739726,123.7810207
0,Senior Associate 2,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.3409,0,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.3704,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.4615,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.4912,0,,,123.7863014,123.7863014
0,Senior Associate 2,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Abuja,0.7241,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.3462,Abuja,0.1765,0,36-40,5.74,2.202739726,123.7810207
1,Senior Associate 2,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.4918,0,26-30,5.68,1.202739726,123.7837585
1,Senior Associate 2,0.5477,Lagos,0.3684,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.4912,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.3409,1,26-30,0.59,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,0,26-30,5.68,2.202739726,123.7810207
1,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.3462,Lagos,0.2381,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.4918,0,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.4717,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Abuja,0.4074,0,36-40,4.76,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.1923,0,26-30,4.76,1.202739726,123.7837585
0,Senior Associate 2,0.4902,Lagos,0.5769,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.3684,0,31-35,4.76,1.202739726,123.7837585
1,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,0,26-30,4.76,1.202739726,123.7837585
0,Senior Associate 2,0.5477,Lagos,0.5528,0,26-30,4.76,1.202739726,123.7837585
1,Senior Associate 2,0.5477,Lagos,0.5528,0,26-30,4.76,1.202739726,123.7837585
1,Senior Associate 2,0.5477,Lagos,0.5528,0,31-35,4.76,1.202739726,123.7837585
1,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.4912,0,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.3409,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.5632,0,26-30,4.74,1.202739726,123.7837585
0,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.3409,0,26-30,4.6,1.202739726,123.7837585
0,Senior Associate 2,0.5477,Lagos,0.4918,0,26-30,1.19,1.202739726,123.7837585
0,Senior Associate 2,0.5477,Lagos,0.6714,0,26-30,4.6,1.202739726,123.7837585
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.4918,0,26-30,4.6,1.202739726,123.7837585
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,0,26-30,4.6,1.202739726,123.7837585
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5992,0,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.4912,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.4912,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.4912,0,31-35,4.74,1.202739726,123.7837585
0,Senior Associate 2,0.487,Lagos,0.3409,0,26-30,4.74,1.202739726,123.7837585
0,Senior Associate 2,0.487,Lagos,0.3409,0,26-30,4.74,1.202739726,123.7837585
1,Senior Associate 2,0.487,Lagos,0.4912,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.4717,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.4717,0,26-30,4.74,1.202739726,123.7837585
0,Senior Associate 2,0.487,Lagos,0.4717,0,26-30,4.74,1.202739726,123.7837585
1,Senior Associate 2,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Abuja,0.4074,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,0,31-35,4.6,1.202739726,123.7837585
1,Senior Associate 2,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.4918,0,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.3409,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.3462,Lagos,0.381,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Abuja,0.4074,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.4717,0,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.3409,0,26-30,4.47,1.202739726,123.7837585
0,Senior Associate 2,0.487,Lagos,0.5632,0,26-30,4.4,1.202739726,123.7837585
1,Senior Associate 2,0.487,Lagos,0.4717,0,26-30,4.47,1.202739726,123.7837585
1,Senior Associate 2,0.487,Lagos,0.5632,0,31-35,4.47,1.202739726,123.7837585
0,Senior Associate 2,0.487,Lagos,0.2632,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Abuja,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Abuja,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5992,0,26-30,4.43,1.202739726,123.7837585
0,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5992,0,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Abuja,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Abuja,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Abuja,0.4918,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.3462,Lagos,0.2381,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.7614,0,31-35,4.1,2.202739726,123.7810207
1,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.3409,0,31-35,4.01,2.202739726,123.7810207
0,Senior Associate 2,0.4902,Lagos,0.2308,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.1923,0,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5,0,26-30,3.6,1.202739726,123.7837585
1,Senior Associate 2,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,0,26-30,3.6,1.202739726,123.7837585
1,Senior Associate 2,0.5477,Lagos,0.5376,0,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5528,0,26-30,3.6,1.202739726,123.7837585
1,Senior Associate 2,0.5477,Lagos,0.5376,0,26-30,3.76,1.202739726,123.7837585
0,Senior Associate 2,0.4902,Lagos,0.4737,0,26-30,3.76,1.202739726,123.7837585
1,Senior Associate 2,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,0,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,0,31-35,3.44,1.202739726,123.7837585
1,Senior Associate 2,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Abuja,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,0,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Abuja,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Abuja,0.4918,0,31-35,3.3,1.202739726,123.7837585
1,Senior Associate 2,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.1579,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.3684,0,31-35,2.8,1.202739726,123.7837585
0,Senior Associate 2,0.4902,Lagos,0.7241,0,36-40,2.59,1.202739726,123.7837585
1,Senior Associate 2,0.4902,Lagos,0.7241,0,31-35,2.59,1.202739726,123.7837585
0,Senior Associate 2,0.5477,Lagos,0.3684,0,26-30,2.52,2.202739726,123.7810207
1,Senior Associate 2,0.3462,Lagos,0.5357,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.3462,Lagos,0.5357,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.4902,Lagos,0.4737,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Abuja,0.5632,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.65,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.65,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.4902,Abuja,0.1923,0,36-40,2.27,1.202739726,123.7837585
1,Senior Associate 2,0.3462,Lagos,0.5357,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.3462,Lagos,0.5357,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.1923,0,36-40,1.8,1.202739726,123.7837585
1,Senior Associate 2,0.487,Lagos,0.4717,0,31-35,1.8,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.2632,0,31-35,1.73,1.202739726,123.7837585
1,Senior Associate 2,0.487,Lagos,0.5632,0,36-40,1.73,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.5632,0,36-40,1.73,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.3409,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.4902,Lagos,0.7241,0,,,123.7863014,123.7863014
1,Senior Associate 2,0.3462,Lagos,0.5357,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.5632,0,26-30,1.55,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.4912,0,26-30,1.55,1.202739726,123.7837585
0,Senior Associate 2,0.4902,Lagos,0.4737,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.4912,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.4902,Abuja,0.1579,0,26-30,1.31,123.7863014,123.7863014
1,Senior Associate 2,0.3462,Lagos,0.3636,0,36-40,1.17,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,0,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.7241,0,26-30,1.05,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5376,0,41-45,1.02,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.1923,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.1923,0,36-40,1.02,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.4717,0,26-30,0.84,123.7863014,123.7863014
0,Senior Associate 2,0.4902,Lagos,0.4894,0,31-35,0.73,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.7241,0,36-40,0.73,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Abuja,0.4918,0,36-40,0.59,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.4737,0,26-30,0.56,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4545,0,36-40,0.09,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
1,Senior Associate,0.3462,Lagos,0.0323,0,,,123.7863014,123.7863014
0,Senior Associate,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate,0.4902,Lagos,0.4737,1,,,123.7863014,123.7863014
0,Senior Associate,0.3462,Lagos,0.3636,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Abuja,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate,0.3462,Abuja,0.381,1,,,123.7863014,123.7863014
1,Senior Associate,0.3462,Lagos,0.4146,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate,0.4902,Abuja,0.7241,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate,0.4902,Lagos,0.5769,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
0,Senior Associate,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Abuja,0.4074,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Abuja,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate,0.4902,Lagos,0.4615,1,,,123.7863014,123.7863014
1,Senior Associate,0.4902,Lagos,0.5769,1,,,123.7863014,123.7863014
0,Senior Associate,0.4902,Lagos,0.4615,1,,,123.7863014,123.7863014
0,Senior Associate,0.4902,Lagos,0.4737,1,,,123.7863014,123.7863014
0,Senior Associate,0.4902,Lagos,0.3704,1,,,123.7863014,123.7863014
1,Senior Associate,0.3462,Lagos,0.5357,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate,0.3462,Lagos,0.5357,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate,0.487,Lagos,0.4717,1,,,123.7863014,123.7863014
0,Senior Associate,0.487,Lagos,0.4717,1,,,123.7863014,123.7863014
0,Senior Associate,0.487,Lagos,0.4912,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
0,Senior Associate,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate,0.4902,Lagos,0.4737,1,,,123.7863014,123.7863014
1,Senior Associate,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
0,Senior Associate,0.3462,Lagos,0.381,1,,,123.7863014,123.7863014
1,Senior Associate,0.4902,Lagos,0.4737,1,,,123.7863014,123.7863014
0,Senior Associate,0.3462,Lagos,0.375,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
0,Senior Associate,0.3462,Lagos,0.1765,0,31-35,5,1.202739726,123.7837585
0,Senior Associate,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
0,Senior Associate,0.4902,Lagos,0.4737,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
1,Senior Associate,0.4902,Lagos,0.4615,1,,,123.7863014,123.7863014
0,Senior Associate,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.65,1,,,123.7863014,123.7863014
1,Senior Associate,0.4902,Lagos,0.5769,1,,,123.7863014,123.7863014
1,Senior Associate,0.4902,Lagos,0.5769,1,,,123.7863014,123.7863014
0,Senior Associate,0.4902,Lagos,0.1579,1,,,123.7863014,123.7863014
1,Senior Associate,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
1,Senior Associate,0.4902,Lagos,0.4894,0,26-30,4.76,2.950684932,123.7789729
1,Senior Associate,0.4902,Lagos,0.3704,1,,,123.7863014,123.7863014
1,Senior Associate,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate,0.4902,Lagos,0.3704,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5528,0,26-30,0.22,2.950684932,123.7789729
1,Senior Associate,0.5477,Lagos,0.5528,0,31-35,0.29,2.950684932,123.7789729
1,Senior Associate,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.4918,0,26-30,4.76,1.202739726,123.7837585
1,Senior Associate,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
0,Senior Associate,0.487,Lagos,0.3409,1,,,123.7863014,123.7863014
0,Senior Associate,0.487,Lagos,0.3409,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Abuja,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
